name,review_count,categories,rating,price,zip_code,street
Lasserre,51,french,4.5,4.0,75008, ave Franklin D Roosevelt
Café Mademoiselle,12,bistros,3.5,,75001, rue Duphot
Domaine de Lintillac,42,french,4.0,2.0,75007, rue Rousselet
Lockwood,104,tapasmallplates,4.0,2.0,75002, rue d'Aboukir
Rumeurs,3,wine_bars,5.0,2.0,75005, rue des Ecoles
Café de l'Homme,100,french,3.5,3.0,75116, place du Trocadero
Les Comestibles,9,french,4.5,2.0,75018, rue du Mont-Cenis
Le Bistrot d'Henri,124,french,4.0,3.0,75006, rue Princesse
Le Bistro de Longchamp,18,bistros,4.5,2.0,75016, rue de Longchamp
L'Elan 9,2,bistros,5.0,,75009, rue du Faubourg Poissonnière
La Porteña,20,argentine,4.5,2.0,75018, rue Muller
Chez Papa,5,sud_ouest,4.0,,75014, bd du Montprnasse
Les Enfants Perdus,128,french,4.0,3.0,75010, rue des Recollets
Le Recrutement,61,brasseries,4.0,2.0,75007, boulevard la Tour Maubourg
Aux Prés,58,bistros,4.0,3.0,75006, rue du Dragon
La Belle Équipe,36,bistros,4.5,2.0,75011, rue de Charonne
Tabac de l'Université,9,french,5.0,3.0,75007, rue de l'Université
Marcelle,3,french,5.0,,75012, rue Antoine Vollon
Jantchi,137,korean,4.0,2.0,75001, rue Thérèse
Café Madame,7,breakfast_brunch,4.0,,75006, Rue de Vaugirard
Le Bastringue,60,bistros,4.0,2.0,75019, quai de la Seine
L'Antre d'Eux,3,bistros,4.5,2.0,75006, Rue Mézières
Banh Mi,156,vietnamese,4.5,1.0,75003, rue de Turbigo
Le Colimaçon,134,french,4.5,3.0,75004, rue Vieille du Temple
Virage Lepic,15,french,4.5,2.0,75018, Rue Lepic
Café de Mars,98,french,4.5,2.0,75007, rue Augereau
Shirvan,5,mideastern,4.0,,75008, place de l'Alma
Strada Café,67,coffee,4.5,1.0,75003, rue du Temple
La Buvette,18,wine_bars,4.5,2.0,75011, rue St Maur
Restaurant Bucovina,2,romanian,5.0,,75012, boulevard de Picpus
Victor,38,french,4.0,3.0,75116,  rue Lauriston
L'Esplanade,51,brasseries,3.5,3.0,75007, rue Fabert
Le Templier,16,french,4.5,3.0,75015,  rue Armorique
Jaïs,2,french,5.0,,75007, rue Surcouf
Au Roi du Café,60,bistros,4.0,2.0,75015, rue Lecourbe
KIEZ Biergarten,45,german,4.0,2.0,75018, rue Vauvenargues
Le Black Dog,117,bars,4.0,2.0,75004, rue des Lombards
La Maison du Jardin,36,french,4.5,3.0,75006, rue Vaugirard
Divin' Art,11,creperies,5.0,,75003, rue Borda
Les Pères Siffleurs,3,french,5.0,,75015, rue Gerbert
Le Florimond,74,french,4.5,3.0,75007, avenue de la Motte Picquet
Neva Cuisine,27,bistros,4.5,3.0,75008, rue de Berne
Racines des Prés,6,bistros,5.0,,75007, rue de Gribeauval
Café Roussillon,84,cafes,4.0,2.0,75007, rue de Grenelle
Le Baratin,85,french,4.0,3.0,75020, rue Jouye Rouve
Le Consulat,49,french,4.0,2.0,75018, rue Norvins
Les Petites Bouchées,68,tapas,4.5,2.0,75004, rue du Roi de Sicile
Brasserie Bellanger,7,french,4.5,,75010, rue du Faubourg Poissonnière
Bistrot du Centre,7,french,4.0,2.0,75004, rue Saint-Martin
Les Puces des Batignolles,76,french,4.0,2.0,75017, rue Legendre
La Bodega,9,bars,4.0,2.0,75018,  rue Ordener
Verjus,150,modern_european,4.5,4.0,75001, rue de Richelieu
A la Biche au Bois,143,french,4.0,3.0,75012, avenue Ledru Rollin
MELT OBERKAMPF,29,steak,4.5,3.0,75011, rue de la Folie Méricourt
Clichy's Tavern,57,belgian,4.0,2.0,75018,  bd Clichy
Au Pied de Fouet,68,french,4.0,2.0,75006, rue Saint Benoît
Sunday in Soho,8,cafes,4.5,,75002, rue Saint-Marc
La Petite Chaise,63,french,4.5,3.0,75007, rue Grenelle
Dersou,33,modern_european,4.5,3.0,75012, rue Saint-Nicolas
Onze Bar,3,french,4.5,2.0,75005, rue Xavier Privas
Les Frères Bretons,18,creperies,5.0,2.0,75015, boulevard de Grenelle
Rosemary,8,bistros,4.0,3.0,75004, rue Crillon
L'Oustal,9,brasseries,4.5,2.0,75015, bd de Grenelle
Chez Trassoudaine,18,french,4.5,3.0,75013, place Nationale
Bourgogne Sud,36,french,4.0,3.0,75009, Rue Clichy
Chez Ramona,15,spanish,4.5,2.0,75020, rue Ramponneau
Le Louis XVI,8,french,4.0,3.0,75008, rue des Mathurins
Café Marlette,69,bakeries,4.0,2.0,75009, rue des Martyrs
Caminito Cabaret,23,french,4.5,2.0,75013,- rue du Dessous des Berges
Le Chansonnier,17,french,4.0,3.0,75010, Rue Eugene Varlin
Soon Grill,26,korean,4.5,3.0,75003, rue des Tournelles
A la Cloche d'Or,43,french,4.0,3.0,75009, rue Mansart
Le Scheffer,45,bistros,4.5,2.0,75016, Rue Scheffer
Au Club des Siciliens,22,italian,4.5,3.0,75006, rue du Dragon
L'Assignat,12,french,4.0,1.0,75006, rue Guénégaud
Le Bar du Caveau,8,french,4.5,,75001, place Dauphine
Chez Lévêque,4,french,4.5,,75005, rue Saint-Julien le Pauvre
Le Saveur,1,restaurants,5.0,,75020, rue Sorbier
Restaurant Sichuan,2,szechuan,5.0,,75005, rue Descartes
Bekseju Village,24,korean,4.5,3.0,75013, bd Saint-Marcel
Le Mistral,5,bistros,4.0,2.0,75004, Place du Chatelet
Café du Pont Neuf,58,brasseries,3.5,2.0,75001, quai du Louvre
Le Pure Café,64,french,4.0,2.0,75011, rue Jean Macé
Les Climats,33,modern_european,4.5,4.0,75007, rue de Lille
Noglu,14,breakfast_brunch,5.0,,75007, rue de Grenelle
Taillevent,87,french,4.5,4.0,75008, rue Lamenais
La Rotonde de la Muette,9,brasseries,3.5,3.0,75116, chaussée de la Muette
Marcelle,10,breakfast_brunch,4.5,3.0,75001, rue Montmartre
L'Afghanistan,46,afghani,4.0,2.0,75011, rue Saint-Maur
Le Choupinet,7,brasseries,4.5,,75006, boulevard Saint-Michel
Le Petit Tibet,7,himalayan,4.0,2.0,75019, ter rue d'Aubervilliers
Le Gabriel,11,french,5.0,4.0,75008, avenue Gabriel
Nur Malaysia,1,malaysian,5.0,,75018,- rue Ordener
Au Vieux Comptoir,48,french,4.0,3.0,75001, rue des Lavandières-Sainte-Opportune
Détour,3,french,5.0,,75009, rue de la Tour des Dames
Au Petit Bar,17,french,4.5,2.0,75001, rue du Mont-Thabor
L'Alchimiste,47,french,4.0,3.0,75012, rue de Charenton
Les Délices du Fournil,48,cakeshop,4.0,1.0,75005, rue Carmes
Le Petit Paris,10,french,4.5,3.0,75017, rue Rennequin
Liife,6,salad,4.5,1.0,75002, rue des Petits Carreaux
Le Bistrot de Louise,2,french,4.5,,75017, Rue Tocqueville
Coin-Op Table,3,asianfusion,5.0,,75009, rue de Maubeuge
Akasaka,7,korean,5.0,,75015, rue Beaugrenelle
Le Bistrot des Campagnes,121,bistros,4.5,2.0,75014, rue Léopold Robert
Ferrandi Paris,6,cookingschools,4.5,2.0,75006, rue de l'Abbé Grégoire
Pastamore,4,italian,5.0,,75006, boulevard du Montparnasse
Le P'tit Bréguet : Bistro Auvergnat,13,bistros,4.0,2.0,75011, rue Boulle
Balagan,56,mideastern,4.5,2.0,75001, rue d'Alger
Le Machon,3,restaurants,4.5,2.0,75003, Rue Commines
Republique of Coffee,63,coffee,4.5,1.0,75010, boulevard Saint-Martin
Olio Pane Vino,31,italian,4.5,2.0,75001, rue Coquillière
Wunderbär,5,german,4.0,2.0,75010, rue Beaurepaire
Le Roi du Pot au Feu,46,french,4.0,2.0,75009, rue Vignon
L'Antre Amis,22,french,4.0,3.0,75015, rue Bouchut
Le Petit Varenne,4,french,5.0,,75007, rue de Bellechasse
La Renaissance,24,bistros,4.0,2.0,75018, rue Championnet
Le Bouchon et l'Assiette,24,french,4.5,3.0,75017, Rue Cardinet
La Réserve de Quasimodo,15,wine_bars,4.5,2.0,75004, rue de la Colombe
Crêperie Genia,44,creperies,4.5,1.0,75005, rue de la Harpe
De Voltaire à Rousseau,2,pubs,4.5,,75001, rue Jean-Jacques Rousseau
La Coopérative,29,brasseries,3.5,2.0,75001, Rue Rivoli
Relais des Routiers,1,french,5.0,,75001,Pont Neuf
L'Ambassade d'Auvergne,121,french,4.0,3.0,75003, Rue Grenier St Lazare
Club des Poètes,14,restaurants,4.5,2.0,75007, Rue Bourgogne
Le Club des 5,160,french,4.0,3.0,75017, rue des Batignolles
Camille,103,bistros,4.0,3.0,75003, rue des Francs Bourgeois
La Sourdière,15,french,4.0,3.0,75001, rue la Sourdière
Crêperie Brocéliande,117,creperies,4.5,2.0,75018, rue des Trois Frères
Le Temps au Temps,34,french,4.0,2.0,75011, rue Paul Bert
Zébulon,22,bistros,4.5,3.0,75001, rue de Richelieu
Tire Bouchon,8,restaurants,4.5,,75005, rue Descartes
Crêpe Avenue,32,creperies,4.5,2.0,75008, rue de Surène
L'Aubergeade,42,french,4.5,2.0,75012, rue de Chaligny
Le Reminet,122,french,4.5,3.0,75005, rue Grands Degrés
Ryaki,4,restaurants,5.0,2.0,75004, rue de la Verrerie
Le Bois,5,french,4.5,,75016, rue Bois le Vent
Tavola di Gio,12,restaurants,4.5,2.0,75014, Boulevard Raspail
Le Verre à Pied,14,bistros,4.5,2.0,75005,  rue Mouffetard
Le Marcounet,20,french,4.0,3.0,75004, quai de l'Hotel de Ville
Zanzibar,2,latin,4.0,,75011, Passage Ménilmontant
Le Comptoir des Petits Champs,46,french,4.0,3.0,75001, rue des Petits Champs
Café Bolivar,2,bistros,5.0,,75019, avenue Secrétan
L'Astrance,60,french,4.5,4.0,75016, rue Beethoven
La Société,70,french,4.0,4.0,75006, place Saint Germain
Chez Papa,2,sud_ouest,4.5,,75009, rue de Clichy
Pontochoux,12,japanese,5.0,,75003, rue du Pont aux Choux
Lou Tiap,7,sud_ouest,4.5,2.0,75020, rue de Bagnolet
L'Intermède,1,bistros,4.0,2.0,75013, boulevard de l'Hôpital
L'Auberge du Roi Gradlon,2,french,5.0,3.0,75013, boulevard Arago
La Maison du Hot Dog,2,hotdog,5.0,1.0,75010, rue Jacques Louvel-Tessier
Sur la Route de Plouescat,53,creperies,4.5,2.0,75018, rue Lamarck
L'Avant Comptoir de la Mer,65,seafood,4.5,3.0,75006, carrefour de l'Odéon
Café du Marché,157,brasseries,3.5,2.0,75007, rue Cler
Babone,1,african,5.0,1.0,75018, Rue Marcadet
Le Bailli de Suffren,163,brasseries,1.5,2.0,75007, avenue de Suffren
Lao Chaleune,28,laotian,4.5,1.0,75013, rue Château des Rentiers
Le Bistrot de la Galette,6,french,5.0,3.0,75018, ter rue Lepic
La Piscine,13,bistros,3.5,2.0,75018, Rue Poteau
Pergo Café,1,brasseries,5.0,,75116, rue Pergolèse
Les Bancs Publics,20,french,4.5,2.0,75019, rue de Nantes
Le Petit Vendôme,168,sandwiches,4.0,2.0,75002, rue des Capucines
La Place Royale,23,french,4.0,3.0,75004,  place des Vosges
Moon,9,korean,4.0,2.0,75015, bd Lefebvre
Le Gallopin,74,brasseries,4.0,3.0,75002, rue Notre Dame des Victoires
Ober Mamma,250,pizza,4.5,2.0,75011, boulevard Richard Lenoir
Caillebotte,34,bistros,4.0,3.0,75009, rue Hippolyte-Lebas
Chez Georges,66,french,4.0,3.0,75002, rue du Mail
Au Bretzel,24,alsatian,4.5,2.0,75014, rue Léopold- Robert
Matamata Coffee Bar,87,coffee,4.5,2.0,75002, rue d'Argout
Don Lucas,1,tapas,5.0,2.0,75005, rue Monge
Le Petit Gourmet,10,french,4.5,2.0,75009, rue Fbg Montmartre
L'Ambroisie,55,french,4.0,4.0,75004, place des Vosges
Le Pas Sage,47,french,4.5,3.0,75002, Passage du Grand Cerf
L'Auberge Bressane,70,french,4.0,3.0,75007, avenue de la Motte Picquet
Kohyang,33,korean,4.5,2.0,75015, rue du Général Estienne
L'Affable,10,bistros,4.5,3.0,75007, rue de Saint-Simon
Le Bonne Nouvelle,3,bistros,5.0,,75010, boulevard de Bonne Nouvelle
Milo,4,italian,4.0,2.0,75001, rue Saint Honoré
Bululú Arepera,34,venezuelan,4.0,2.0,75018, rue de la Fontaine du But
Café du Rendez-Vous,96,cafes,3.5,2.0,75014, ave du Général Leclerc
Banoi,3,vietnamese,5.0,,75011, rue Amelot
The Frog & Underground,37,pubs,4.5,2.0,75002, rue Montmartre
Nomicos,1,french,5.0,,75016, avenue Bugeaud
Les Petits Plats d'Emile,24,french,4.0,3.0,75001, rue Jean-Jacques Rousseau
Jeongané,4,korean,5.0,,75015, rue des Morillons
Arnaud Nicolas,6,french,4.5,,75007, avenue de la Bourdonnais
Le Jardin d'en Face,94,french,4.5,2.0,75018, rue des Trois Frères
Le Lafon,3,brasseries,4.5,,75003, rue Réaumur
"Terrass"" Restaurant & Bar - Rooftop",28,bars,4.0,,75018, Rue Joseph de Maistre
Vin Bis Boétie,33,brasseries,4.0,2.0,75008,  rue de la Boétie
La Cuisine de Chez Moi,25,chinese,4.5,2.0,75009, rue Richer
Jardin des Pâtes,98,italian,4.0,2.0,75005, rue Lacépède
Le Castiglione,72,french,3.5,3.0,75001, rue Saint Honoré
Le Quasimodo Notre-Dame,33,brasseries,4.0,2.0,75004, rue d'Arcole
Múkura,14,latin,4.5,2.0,75019, rue Rébeval
The Grill Room,7,bbq,4.5,,75008, boulevard Malesherbes
Armandie,37,french,4.0,3.0,75015,  rue Petel
Le Louchébem,188,steak,4.0,3.0,75001, rue Berger
Le Bouquet des Archives,21,brasseries,4.0,2.0,75004, rue des Archives
Le Chalet des Iles,218,french,4.0,3.0,75016, chemin de Ceinture du Lac
La Grande Cremerie,27,wine_bars,4.5,2.0,75006, rue Grégoire-de-Tours
Maison Marie,9,brasseries,4.0,,75005, rue Saint-Jacques
Le Terminus du Châtelet,11,french,4.0,3.0,75001, rue Lavandières Ste Opportune
Clamato,84,seafood,4.5,3.0,75011, rue Charonne
Les Petits Plats,51,bistros,4.5,3.0,75014, Rue Plantes
Aki Boulanger,136,bakeries,4.0,2.0,75001, rue Sainte-Anne
Bon Mangé Créole,5,caribbean,4.5,1.0,75017, rue Biot
Le Saint Gervais,5,brasseries,4.0,2.0,75003, rue du Vielle Temple
Los Güeros,2,mexican,5.0,,75011, rue Saint-Ambroise
Restaurant Montée,6,french,5.0,,75014, rue Léopold Robert
Les Mères Veilleuses,14,bars,4.0,1.0,75019, rue Mouzaia
Le Copernic,15,restaurants,4.0,2.0,75016, avenue Kléber
L'Impérial,47,brasseries,3.5,3.0,75001, rue de Rivoli
Il Etait un Square,38,burgers,4.5,2.0,75013, rue Corvisart
L'Escapade,18,brasseries,4.0,2.0,75007, avenue Duquesne
L'Assiette,11,french,4.0,2.0,75018, Rue Labat
Le Goyavier,54,reunion,4.5,2.0,75011, rue Saint-Bernard
La Bulle Parisienne,3,bistros,3.5,,75007, avenue Anatole France
L'Annexe,40,french,4.5,2.0,75018, rue Trois Frères
Au Poulet Braisé,12,halal,4.5,2.0,75020,- rue Etienne Dolet
Formidable,3,brasseries,4.5,2.0,75019, avenue Jean Jaurès
Benoit,122,french,3.5,4.0,75004, rue Saint Martin
Le Shanghaï Hang-Zhou,6,chinese,4.0,2.0,75001, rue Perrault
Les Enfants Rouges,33,french,4.0,3.0,75003, rue de Beauce
L'Ange 20,41,french,5.0,3.0,75004, rue des Tournelles
L'Atelier Ramey,22,bistros,4.5,3.0,75018, rue Ramey
L'Olivier du Marais,3,french,4.5,,75004, place des Vosges
Le Richer,71,french,4.0,3.0,75009, rue Richer
Table,10,french,4.5,4.0,75012, rue Prague
Le Tournebièvre,37,french,4.5,3.0,75005, quai de la Tournelle
Le Grand Café des Capucines,125,french,3.0,3.0,75009, boulevard des Capucines
Botak Café,18,bistros,3.0,2.0,75018, rue Paul Albert
Le Saint Ô,1,brasseries,5.0,,75001, rue Saint-Honoré
La Rôtisserie d'Argent,60,french,4.0,3.0,75005, quai de la Tournelle
Le Clos Y,16,french,5.0,3.0,75015, avenue du Maine
La Cordonnerie,79,french,4.5,3.0,75001, rue Saint Roch
Le Bon Pêcheur,14,french,4.0,3.0,75001, rue des Prêcheurs
L'Ilot Vache,54,french,4.5,3.0,75004, rue Saint-Louis en l'île
Le Servan,28,modern_european,4.0,3.0,75011, rue Saint Maur
6 New York,51,french,4.0,4.0,75016, avenue de New York
L'Endroit,41,bistros,4.0,2.0,75017, place du Docteur Félix Lobligeois
Le Pantruche,78,french,4.5,3.0,75009, rue Victor Massé
Le Petit Cambodge,4,cambodian,5.0,,75010, rue Beaurepaire
Chez Paul,243,bistros,4.0,3.0,75011, rue Charonne
Le Vieux Crapaud,4,french,5.0,,75116, rue Lauriston
Au P'tit Curieux,10,bistros,4.0,,75010, rue de Sambre-et-Meuse
Au P'tit Grec,211,creperies,4.5,1.0,75005, rue Mouffetard
Le jardin de Montsouris,4,vietnamese,4.5,2.0,75014, Rue Cité Universitaire
Khajuraho,12,indpak,5.0,,75007, bd de la Tour Maubourg
Le Clarence,4,french,4.5,,75008, avenue Franklin Delano Roosevelt
L'Anvers du Decor,53,french,4.0,3.0,75018,  rue Orsel
Brasserie Napoléon III,16,bistros,4.0,2.0,75019, place Armand Carrel
Apicius,76,french,4.5,4.0,75008, rue d'Artois
Savarin,1,french,5.0,,75007, rue de Bourgogne
Le Poincaré,111,french,4.0,2.0,75116, avenue Raymond Poincaré
Beefbar,10,steak,4.0,3.0,75008, rue Marbeuf
Chez Gladines,254,basque,4.0,2.0,75013, rue des Cinq Diamants
Les Parisiennes,15,french,3.5,3.0,75007, avenue de la Motte Picquet
L'Auberge Aveyronnaise,106,french,4.0,2.0,75012, Rue Gabriel Lamé
Le Flâneur,1,bistros,5.0,,75011, boulevard du Temple
Les Fous de L'Ile,105,french,4.0,2.0,75004, rue des Deux Ponts
Le Jardin d'Erevan,2,armenian,4.5,,94140, rue Jules Cuillerier
The Hood Paris,35,coffee,4.0,2.0,75011, rue Jean-Pierre Timbaud
Canton Saint Germain Le,2,restaurants,4.5,,75006, Rue Gozlin
Le P'tit Barcelone,8,tapas,4.5,2.0,75009, Rue Boule Rouge
Caves Legrand,25,beer_and_wine,4.5,3.0,75002,
Les Négociants,21,french,3.5,2.0,75005, avenue des Gobelins
Le Moderne,34,french,4.0,3.0,75002, Rue N D Des Victoires
La Forge,11,french,4.5,3.0,75005, Rue Pascal
L'Epoque,6,bistros,4.0,2.0,75005, rue du Cardinal Lemoine
Le Gai Moulin,56,french,4.0,2.0,75004, rue Saint-Merri
Capucine Café,46,brasseries,4.0,3.0,75002, boulevard Capucines
Les Garnements,36,french,4.0,2.0,75012, rue Michel Chasles
Le Calife,85,french,4.5,4.0,75006,Port des Saints Pères
Le Comptoir,7,french,4.5,2.0,75020, rue Villiers de l'isle d'adam
Garnier,40,french,4.0,3.0,75008, rue Saint Lazare
Café La Colonnade,17,brasseries,4.0,1.0,75001, Rue Rivoli
Lobster Bar,16,seafood,4.0,3.0,75001, rue Coquillière
La Corte,42,italian,4.5,3.0,75001, rue Saint-Honoré
Sunset,20,cocktailbars,4.0,2.0,75018, rue Ordener
L'Epi Dupin,116,bistros,4.0,3.0,75006, rue Dupin
A Noste,63,basque,4.0,3.0,75002, rue du  Septembre
L'Étoile Venitienne,14,french,4.0,2.0,75116, ave Kléber
L'Absinthe,26,cafes,4.0,2.0,75003, rue de Turbigo
Le Café de la Poste,12,bistros,4.0,2.0,75018, rue Damrémont
Le Grand Cerf,19,bars,4.0,2.0,75002, bd Sebastopol
The Cottage,6,british,4.5,2.0,75007, rue de Commaille
Point Ephémère,120,musicvenues,4.0,2.0,75010, quai de Valmy
Le Buisson d'Argent,14,french,4.5,2.0,75007, rue du Bac
La Maison,78,bistros,4.0,3.0,75017, place Saint Ferdinand
Le Mesturet,130,bistros,4.0,2.0,75002, rue de Richelieu
Mamou,12,french,4.0,2.0,75009, rue Taitbout
Chez le Libanais,180,lebanese,4.5,1.0,75006, et  rue Saint-André-des-Arts
La Grande Cascade,51,french,4.5,4.0,75116,Bois de Boulogne
Le Bizuth,17,french,4.0,2.0,75007, Blvd Saint Germain
Chez Barbara,109,french,4.5,2.0,75008, rue Washington
L'Escudella,7,bistros,4.5,,75007, avenue de Ségur
Sequana,7,french,5.0,4.0,75001, quai des Orfèvres
Saint-James Paris Restaurant,7,french,4.5,4.0,75116, place du Chancelier Adenauer
Bong,74,korean,4.0,3.0,75015, rue Blomet
Chez Léa,54,french,4.0,2.0,75005, rue Claude Bernard
Maison Lautrec,4,french,4.0,2.0,75009, rue Jean-Baptiste Pigalle
Le Bouclard,31,french,4.5,3.0,75018, rue Cavallotti
L'îlot,55,seafood,4.5,2.0,75003, rue de la Corderie
La Patache,79,french,4.0,2.0,75010, rue de Lancry
L'Inévitable,4,bistros,4.0,2.0,75005, rue Linné
Vivre,10,french,5.0,3.0,75002, rue de la Michodière
Chez Imogène,102,creperies,4.5,2.0,75011, rue Jean Pierre Timbaud
Le Brio,14,brasseries,4.0,2.0,75018, Rue Marcadet
L'Orée du Parc,11,bistros,4.5,1.0,75005, rue de l'Abbé de l'epée
Restaurant à Timhotel,2,french,5.0,,75017, boulevard Berthier
Black Pinky,19,panasian,4.0,2.0,75014,  rue Gaïté
Café Panis,139,brasseries,3.5,2.0,75005, quai de Montebello
Les Docks 13/14,2,creperies,5.0,,75013, rue de l'Amiral Mouchez
La Recreation,4,french,4.5,2.0,75015, ave de la Motte-Picquet
Le Beaujolais d'Auteuil,13,bistros,4.5,2.0,75016, Boulevard de Montmorency
L'Atelier de Joël Robuchon,145,french,4.0,4.0,75008, avenue des Champs-Elysées
La Braisière - Jacques Faussat,27,sud_ouest,4.0,3.0,75017, rue Cardinet
Comptoir Principal,17,brasseries,4.0,2.0,75015, boulevard de Grenelle
Big Mamma,1,pizza,5.0,1.0,75002, Rue Réaumur
Aimé,3,bistros,5.0,,75020, boulevard de Ménilmontant
Square Marcadet,36,french,4.0,2.0,75018,  rue Marcadet
Freddy's,52,tapas,4.5,2.0,75006, rue de Seine
Who's,49,french,4.0,2.0,75004, rue Saint-Merri
La Bourse et la Vie,19,french,4.0,4.0,75002, rue Vivienne
Le Bizetro,8,french,5.0,3.0,75116, rue Georges Bizet
L'Oiseau Blanc,16,french,3.5,4.0,75116,The Peninsula Paris
Bouillon Chartier,1,french,5.0,,75006, boulevard du Montparnasse
Crêperie Framboise Passy-Trocadéro,63,creperies,4.5,2.0,75016, bd Delessert
Aux Lyonnais,74,french,4.0,3.0,75002, rue Saint-Marc
Les Trois Font la Paire,18,mediterranean,4.5,2.0,75005, Boulevard St Germain
La Chaufferie,14,bars,4.0,2.0,75010, boulevard Denain
NordMarais,8,french,4.0,2.0,75003, rue Notre Dame de Nazareth
Bistrot Vivienne,65,bistros,4.0,3.0,75002,
La Palette,88,french,3.0,2.0,75006, rue de Seine
La Maison Austerlitz,9,bistros,4.0,,75005, boulevard de l'Hôpital
Kei,34,french,4.5,4.0,75001, rue Coq Héron
Pho Bobun,35,vietnamese,5.0,2.0,75009,- rue Richer
Le Lithographe,5,cafes,4.0,2.0,75014, boulevard Raspail
La Vache Acrobate,41,french,4.0,2.0,75011, rue Amelot
Maison Dong,2,chinese,5.0,,75002, rue Vivienne
Le Café de l'Église,4,cafes,4.5,,75010, place Franz Liszt
Le Comptoir de l'Artoise,18,italian,5.0,3.0,75008, rue d'Artois
Le Mazenay,9,bourguignon,4.5,2.0,75003, rue de Montmorency
Café Mimosa,8,breakfast_brunch,5.0,,75009, rue Buffault
Anticafé,42,cafes,4.5,1.0,75001, rue de Richelieu
Au Passage,113,modern_european,4.0,3.0,75011,  passage Saint Sébastien
Le Vieux Belleville,14,bistros,4.5,1.0,75020, rue Envierges
Josefin,11,mediterranean,4.0,3.0,75009, rue la Fayette
La Fregate,71,french,3.5,2.0,75007, rue de Bac
Vingt Vins d'Art,19,wine_bars,4.5,2.0,75004, rue de Jouy
Gloria Montmartre,6,french,4.5,2.0,75018, rue d'Orsel
Bulgogi,6,korean,5.0,,75011, rue Louis Bonnet
Francois Felix,20,french,3.5,2.0,75008, rue Boissy d'Anglas
Refuge des Fondues,206,fondue,4.0,2.0,75018, rue des Trois Frères
Comme chez Maman,40,bistros,4.5,3.0,75017, rue des Moines
Les Arts,12,french,4.5,,75116,  avenue d'Iéna
Mariage Frères - Salon de Thé,12,tea,4.5,,75004, rue de Rivoli
La Butte Aux Piafs,13,french,4.0,2.0,75013, bd Auguste-Blanqui
BCBG - Bistro et Burger Gourmet,12,burgers,4.5,2.0,75015, boulevard de Grenelle
Cook'n Saj,15,lebanese,5.0,2.0,75006, rue Bernard Palissy
Okuda,6,japanese,5.0,,75008, rue de la Trémoille
L'Ardoise,189,french,4.0,3.0,75001, rue du Mont Thabor
LR - Lounge Royal,2,french,4.0,,75018,- Impasse Marteau
Cleo,4,french,4.5,,75007, boulevard de la Tour-Maubourg
Le Guynemer,3,brasseries,4.0,,75006, rue d'Assas
La Bonbonnière,1,bistros,5.0,,75005, Rue Gay Lussac
L'Elica,12,pizza,4.5,,75005, rue des Écoles
Le Refuge du Passé,18,restaurants,4.0,2.0,75005, rue Fer à Moulin
Midi12,19,creperies,4.5,2.0,75009, rue la Fayette
Aux Ducs de Bourgogne,21,creperies,4.5,2.0,75007, rue de Bourgogne
Café Paris-Halles,8,brasseries,4.0,2.0,75001, bd Sébastopol
Cinq-Mars,84,french,4.0,3.0,75007, rue de Verneuil
L'ardoise,2,bistros,4.5,,75004,- rue Caron
Les Tantes Jeanne,31,french,4.5,3.0,75018, rue Véron
A Jean Nicot,14,french,4.5,1.0,75001, rue Saint Honoré
Tavline,8,mideastern,4.5,2.0,75004, rue du Roi de Sicile
Uma Nota,12,international,4.5,,75002, rue Réaumur
Café Max,9,bistros,4.0,2.0,75007, avenue de La Motte-Picquet
Royal Vendôme Le,8,restaurants,4.0,3.0,75002, Rue Danielle Casanova
La Petite Rose des Sables,41,french,4.5,2.0,75010, rue de Lancry
Thym-Thym,2,lebanese,4.5,1.0,75001, rue des Lombards
Le Café de la Nouvelle Mairie,37,french,4.0,2.0,75005, rue des Fossés-Saint-Jacques
Le Pré,3,cocktailbars,5.0,,75006, rue du Four
Brooklyn Café,34,tradamerican,4.0,2.0,75017, place Saint-Ferdinand
La Maison de la Truffe,30,french,4.0,4.0,75008, rue Marbeuf
Au Rendez Vous des Amis,27,french,4.0,2.0,75004, rue Ste Croix la Bretonnerie
La Vierge,4,bistros,4.0,3.0,75020, rue de la Réunion
Chez Gabriel,1,restaurants,5.0,3.0,75001, rue St Honoré
L'Esquisse,7,french,4.0,3.0,75018,  rue Marcadet
Mobster Diner,22,burgers,4.5,2.0,75005, rue des Boulangers
Juste,24,seafood,4.5,2.0,75009, rue Laffitte
Café Latin,15,brasseries,4.5,,75006, rue Saint André des Arts
Aux Trois Mailletz,62,french,4.0,3.0,75005, rue Galande
La Robe de la Girafe,14,brasseries,4.5,3.0,75011, rue Froment
Le P'tit Troquet,47,french,4.5,3.0,75007, rue de l'Exposition
La Reine de Saba,40,ethiopian,4.5,2.0,75011, rue Jean-Pierre Timbaud
Tavern'Café,14,french,4.0,2.0,75002,- boulevard Montmartre
Moussa l'Africain,8,african,5.0,,75001, rue Pierre Lescot
Manko,24,peruvian,4.0,4.0,75008, avenue Montaigne
A l'Endroit,1,french,4.0,,75019, rue du Tunnel
Chez France,34,french,4.5,3.0,75007, rue Amélie
Le Méchoui du Prince,53,moroccan,4.0,2.0,75006, rue Monsieur le Prince
Coretta,39,bistros,4.5,3.0,75017, rue Cardinet
Aux Cerises,54,cafes,4.5,2.0,75007, avenue Suffren
L'Inédit Café,93,bistros,4.0,2.0,75012, rue Taine
